number,course_id,cat_num,1s,2s,3s,4s,5s
ANTHRO 1672,156,58953,0,0,4,4,7
ANTHRO 2674,216,82966,0,0,0,1,3
ANTHRO 2090,194,4951,0,0,0,4,2
ANTHRO 2876,243,5029,0,0,0,2,10
ANTHRO 1875,176,46551,0,1,11,5,1
ANTHRO 1742,164,61658,0,0,7,6,1
AFRAMER 104,37,91872,0,0,0,3,2
SOCIOL 121,4652,34149,0,0,3,4,3
COMPLIT 215,547,60867,0,0,1,1,5
VES 24,5149,78679,0,0,0,2,7
VES 125,5194,27157,0,0,0,3,7
MUSIC 150b,3633,36063,0,0,0,1,11
VES 61m,5169,81384,1,1,2,1,3
APMTH 215,1131,23661,1,6,10,6,2
HISTSCI 290,2704,62781,0,1,1,3,6
HEB 1210,2718,11259,0,0,0,1,4
GOV 2002,2248,8168,0,2,2,2,1
NEUROBIO 95hfs,3912,44178,0,0,1,2,3
NEUROBIO 95hfx,3916,59285,0,0,0,1,2
NEUROBIO 95hfu,3913,74392,0,0,0,1,6
EXPOS 20.003,1600,16669,2,2,3,5,0
EXPOS 20.004,1601,83298,1,2,3,4,3
EXPOS 20.013,1606,25575,0,1,1,5,7
EXPOS 20.020,1609,86003,0,0,5,6,4
EXPOS 20.021,1610,34481,0,0,1,6,6
EXPOS 20.006,1603,49588,0,4,2,7,0
EXPOS 20.007,1604,64695,0,1,3,7,1
EXPOS 20.034,1611,15878,0,1,1,9,3
EXPOS 20.038,1615,46092,0,0,1,7,7
EXPOS 20.048,1618,48797,0,0,0,4,9
EXPOS 20.049,1619,63904,0,1,0,6,5
EXPOS 20.061,1626,87917,1,0,4,5,1
EXPOS 20.062,1627,36395,0,0,3,7,3
EXPOS 20.064,1629,66609,0,0,2,6,6
EXPOS 20.065,1630,15087,0,0,5,6,4
EXPOS 20.068,1633,96823,0,0,4,2,9
EXPOS 20.069,1634,45301,0,0,2,7,5
EXPOS 20.078,1639,54207,0,0,1,9,4
EXPOS 20.081,1642,84421,0,0,3,8,4
EXPOS 20.082,1643,32899,0,1,1,6,3
EXPOS 20.083,1644,99528,0,0,1,4,10
EXPOS 20.086,1647,48006,0,3,1,4,5
EXPOS 20.099,1654,14296,1,0,2,6,4
EXPOS 20.100,1655,80925,0,3,2,4,4
EXPOS 20.103,1658,59617,0,1,0,1,11
EXPOS 20.104,1659,74724,0,1,1,1,12
EXPOS 20.113,1662,47215,0,0,0,6,8
EXPOS 20.114,1663,62322,0,0,1,5,5
EXPOS 20.072,1637,61531,0,0,1,7,7
EXPOS 20.073,1638,10009,0,1,1,6,6
CELTIC 119,442,49129,0,0,0,1,5
CELTIC 195,449,64236,0,0,0,0,1
GOV 2887,2298,15419,0,1,4,4,0
SLAVIC 179,4572,14628,0,0,0,0,4
EXPOS 20.121,1666,64568,0,0,3,6,5
EXPOS 20.122,1667,13046,0,0,0,2,10
VES 60x,5168,21952,0,0,1,2,3
HBTM 301qc,3172,95905,0,0,2,3,3
STAT 392hf,4873,44383,0,0,0,0,3
AFRAMER 90r.s,21,74597,0,0,0,0,1
SOCIOL 98Wc,4647,62527,0,0,0,3,6
PSY 980k,4240,76843,0,0,0,4,6
IMUNOL 302qc,3220,40428,1,2,3,3,1
IMUNOL 303qc,3222,55535,0,1,0,7,3
SOC-WORLD 44,2057,70642,1,4,16,39,19
GOV 2218,2275,872,0,0,0,3,2
GOV 2453,2285,9666,0,0,0,4,1
COMPSCI 189r,1249,36932,0,0,7,8,4
ANTHRO 2062,189,60945,0,0,3,4,6
MICROBI 301qc,3316,76052,0,0,1,0,1
GENETIC 302qc,3107,91159,0,0,1,1,2
MUSIC 180r,3646,2294,0,1,1,6,5
KOREAN Bxb,876,3031,0,0,0,1,4
VES 301,5248,2867,0,0,1,0,1
NEUROBIO 98r,3918,494,0,0,2,13,19
NEUROBIO 99,3919,9400,0,0,4,8,14
APMTH 50,1113,9344,1,12,26,32,25
MATH 222,2881,6738,0,0,0,1,5
PSY 2554r,4337,9481,0,0,0,1,1
ENG-SCI 20,1320,9676,0,1,8,4,6
PHYSCI 1,541,2225,20,78,137,110,40
GHHP 99,2148,2981,0,5,6,10,5
ECON 2811,1085,5188,1,0,0,4,6
ECON 2888r,1088,6311,0,0,0,1,4
FRSEMR 21q,1770,8762,0,0,0,0,5
SOCIOL 129,4654,6298,4,13,29,19,1
MODGRK A,5017,8604,0,0,0,1,3
MODGRK B,5018,8187,0,0,0,2,2
VES 50,5158,4907,0,0,2,0,12
NEUROBIO 95hfd,3908,3437,0,0,0,3,10
ASTRON 98,265,3121,0,0,2,3,12
MUSIC 3,3614,5805,0,0,3,1,5
MATH 223b,2883,2783,0,0,0,2,3
PSY 2352r,4315,6187,0,0,1,1,3
PSY 2354r,4317,838,0,0,2,0,2
ECON 1127,970,9967,0,0,4,5,12
IMUNOL 301,3219,4971,0,2,5,3,0
ARABIC 134,3747,4154,0,2,3,1,1
APPHY 218,1152,9804,1,5,7,4,2
ENG-SCI 159,1341,3126,0,0,1,3,1
ENG-SCI 259,1383,3671,0,0,0,6,2
AESTH&INTP 31,1907,2449,1,2,22,39,40
PHYSCI 3,4088,5262,12,32,73,55,17
HISTSCI 186,2672,2147,0,0,3,5,3
ANTHRO 1600,149,8296,2,7,15,13,9
COMPLIT 263,566,3125,0,0,0,4,6
AFRAMER 192x,79,8241,0,0,1,6,8
COMPSCI 187,1248,249,0,3,4,1,7
HAA 275w,2618,8955,0,0,0,1,7
GOV 1170,2214,2585,0,2,4,14,15
ENG-SCI 173,1345,3490,0,0,1,1,5
VES 71,5176,1971,0,2,2,5,4
GERMAN 62,2093,2201,0,0,0,2,6
SCI-LIVSYS 25,2013,2635,0,0,0,5,1
ANTHRO 2785,227,1995,0,1,4,1,0
US-WORLD 20,2071,1489,0,0,6,9,7
PSY 1801,4285,4906,0,0,2,6,5
COMPSCI 228,1261,364,0,0,2,3,3
IMUNOL 204,3216,9563,0,0,1,5,3
CULTR&BLF 41,1955,352,0,2,4,7,1
GOV 97,2193,3023,7,15,37,58,18
GOV 1197,2217,9130,4,5,9,22,3
MUSIC 151,3634,6830,0,0,1,2,1
MUSIC 167r,3644,3806,0,0,0,3,6
MCB 156,3555,8543,0,0,5,4,4
ENG-SCI 241,1374,6711,0,0,0,3,11
JAPAN 106b,844,2602,0,0,1,2,1
MANCHU B,906,1625,0,1,1,4,1
ECON 2010d,1014,2041,0,1,8,12,4
SOCIOL 209,4695,1198,0,2,3,3,1
LATIN H,5002,3814,0,0,1,1,1
PHYSICS 232,4119,4885,1,3,16,6,2
APPHY 295b,1163,3610,0,0,1,3,3
SOCIOL 255,4711,3839,0,0,6,5,2
ENGLISH Ctr,1477,7175,0,0,0,0,11
ENGLISH Ckr,1471,6781,0,1,0,2,3
ENGLISH Crr,1476,1893,0,0,0,0,11
HEB 97,2715,2205,3,4,17,18,14
ASTRON 193,275,4495,0,0,0,2,4
GOV 2158,2271,6448,0,1,6,3,4
HIST 86d,2376,8123,0,0,0,1,0
ARABIC 250r,3763,7849,0,0,0,0,5
HIST 84g,2370,1778,0,0,0,5,3
FOLKMYTH 97,1755,3789,0,0,0,0,2
CHNSLIT 201b,800,1760,0,0,0,3,4
E-PSCI 109,670,2218,0,2,1,11,25
GOV 2009,2252,1080,0,0,1,1,7
MATH 154,2873,4306,0,0,0,4,15
RELIGION 97,5030,2313,0,0,0,3,12
AFRAMER 118,43,7429,0,0,0,5,6
LITER 101,594,4361,0,1,5,6,7
PSY 975,4236,9063,0,0,1,4,9
WOMGEN 1210ft,4912,5590,0,2,0,4,4
MATH 101,2848,8066,0,4,6,9,4
PERSIAN 150r,3867,6538,0,0,1,0,4
HIST 1877a,2449,1770,0,0,5,4,7
BIOSTAT 244,415,2140,0,0,1,2,1
BIOSTAT 245,416,3247,5,4,2,0,0
ENG-SCI 221,1361,8223,0,1,3,2,1
VES 143r,5200,2835,0,1,0,2,4
E-PSCI 133,674,7731,0,0,1,5,6
LITER 157,619,9245,0,0,0,0,4
EASTD 160,838,327,0,0,0,8,8
ECON 1017,958,1197,0,1,8,28,31
SLAVIC 115,4547,795,0,0,2,1,4
MCB 188,3563,8561,0,0,0,0,2
NEUROBIO 221,3352,443,0,0,2,11,3
GERMAN 72,2097,5412,0,0,0,2,5
SCRB 178,4891,2196,0,0,0,4,5
HIST 1301,2412,7573,0,0,2,6,6
SPANSH 97,4493,2315,0,0,1,3,6
APMTH 111,1121,7000,1,1,3,9,1
ASTRON 201b,277,4206,0,4,9,4,1
GHHP 50,2145,4832,0,0,2,14,23
OEB 55,3930,3365,0,4,3,9,1
OEB 121a,3947,4049,0,0,0,0,2
ASTRON 191,274,3615,0,0,0,3,4
APMTH 21b,1112,5074,6,9,32,50,23
APMTH 107,1120,6411,3,2,10,9,7
ANTHRO 97x,112,400,0,0,3,4,1
PSY 3555,4365,6831,0,1,1,0,0
MCB 111,3537,6444,1,5,5,5,10
MUSIC 155,3637,7710,0,0,1,2,0
MODGRK 100,5019,8487,0,0,0,0,1
AFRAMER 10,1,802,0,3,10,32,24
GOV 2105,2265,154,0,2,2,2,0
SCI-LIVSYS 15,2005,8280,0,4,3,5,4
PSY 1900,4293,4016,0,0,5,16,31
GOV 2001,2247,8941,5,4,3,14,12
STAT 140,4838,7112,0,3,6,7,6
FRENCH 70a,4388,2865,1,2,10,9,5
ENGLISH Capr,1468,6523,0,0,0,0,9
HIST 89a,2383,4626,0,0,2,4,6
LATIN 201,5013,7642,0,0,0,2,3
ENG-SCI 242r,1375,5379,0,1,1,7,2
HISTSCI 112,2644,8576,0,0,2,4,5
ETH-REASON 27,1994,642,0,6,3,5,4
PSY 971,4235,3498,0,1,5,14,19
ANE 102,3716,486,0,0,0,1,4
GOV 2285,2277,1566,0,0,1,1,4
US-WORLD 31,2078,6661,2,3,21,28,17
ECON 1030,960,4709,0,2,13,31,26
VES 167,5222,4902,0,1,1,2,2
VES 160,5215,6668,0,0,1,2,17
E-PSCI 281r,719,2474,0,0,2,1,4
ANTHRO 97z,113,5832,0,1,5,8,4
ANTHRO 2650b,213,7971,1,0,4,3,1
HEB 1420,2737,6233,0,1,0,5,4
MUSIC 194gs,3662,2846,1,0,1,2,6
FRENCH 97,4394,173,0,1,0,3,0
CHEMBIO 207,470,4030,0,0,3,1,1
VES 123r,5192,7463,0,0,0,1,7
ECON 1640,996,7875,0,0,5,8,7
HIST 2885,2510,3274,0,0,0,0,2
ECON 2144,1038,7686,0,0,1,2,5
OEB 234,3982,4637,0,0,0,1,9
ENGLISH Clr,1472,6121,0,0,0,4,5
SCI-PHYUNV 19,2020,5923,2,6,18,44,35
SCI-LIVSYS 17,2007,6581,1,1,11,25,14
ECON 1430,984,5549,0,1,1,4,0
GENETIC 216,3100,2244,0,0,0,2,7
MUSIC 207rs,3670,8999,0,0,0,3,2
PHYSICS 15a,4091,1984,1,1,4,15,21
PHYSICS 15c,4093,8676,1,2,5,6,2
PHYSICS 123,4098,864,0,1,2,5,8
PHYSICS 143a,4104,1050,4,4,13,15,8
E-PSCI 231,699,6492,0,0,1,4,4
VES 275a,5244,3084,0,0,0,1,2
ECON 2727,1080,9055,0,0,0,1,4
SCI-PHYUNV 17,2018,3581,3,16,36,26,10
AESTH&INTP 41,1916,7952,0,1,1,2,6
MEDVLSTD 119,3512,4410,0,0,0,2,3
MCB 212,3570,3351,0,0,0,8,4
GREEK K,4985,4171,0,0,2,4,4
SCI-LIVSYS 16,2006,470,3,1,5,13,12
HIST 2080,2467,3140,0,0,0,2,1
ECON 1818,1006,3029,1,2,5,13,3
LATIN 112b,5007,7643,0,0,0,0,3
HAA 143r,2565,4412,0,0,1,4,3
SCRB 125,4879,5481,0,0,1,11,2
OEB 399,4037,764,0,1,1,4,4
ENG-SCI 272,1392,5157,0,0,0,0,5
ENG-SCI 274,1394,5645,0,0,3,5,2
E-PSCI 161,681,1854,0,0,0,2,4
HIST 2050,2464,6693,0,0,0,2,0
ECON 1393,979,6516,0,3,5,11,4
HIST 76a,2339,6688,0,0,0,2,3
UYGHUR 120B,919,4234,0,0,0,0,1
PSY 1307,4256,63133,0,0,0,10,3
ENG-SCI 263,1385,5384,0,0,1,0,3
DRAMA 117,649,1465,0,0,0,1,13
MCB 151,3550,5799,0,1,1,4,4
CLAS-STDY 97b,4954,4090,0,1,3,10,19
ENGLISH Calr,1466,1240,0,0,1,6,4
AFRAMER 97,29,3022,0,7,5,0,0
SOCIOL 137,4656,1589,0,0,15,20,15
EASTD 191,839,39452,0,1,4,16,17
PHYSICS 129,4100,42157,0,0,1,5,7
ITAL 201r,4433,6124,0,2,0,4,5
ECON 2880,1087,7488,0,0,1,7,3
LING 152,2799,9457,0,0,0,1,4
MODGRK 145,5021,8412,0,0,0,1,2
ECON 1389,978,1900,0,0,5,9,7
CHNSE 130xb,768,2437,0,0,0,4,12
SOC-STD 10b,4596,5097,0,4,11,43,53
MCB 234,3572,870,0,0,3,12,14
MUSIC 264rs,3695,3357,0,0,0,0,3
PSY 3240,4355,5142,0,0,0,0,1
CELLBIO 212,3013,4169,0,1,2,3,5
COMPSCI 179,1244,4052,1,4,11,20,7
COMPSCI 171,1242,8877,5,12,25,28,6
MUSIC 193rs,3660,5935,0,0,1,3,9
HIST 71b,2324,6819,1,1,2,4,3
CULTR&BLF 42,1956,5237,0,0,2,12,16
ENG-SCI 224,1363,4136,0,0,1,4,0
MBB 92,3522,7390,0,0,2,3,4
MBB 96,3526,2517,1,1,6,10,7
FRSEMR 44j,1873,7826,0,0,1,1,6
CHEM 267,513,571,0,0,2,5,1
CULTR&BLF 21,1937,2073,0,1,5,9,11
GOV 1732,2236,7668,0,0,3,14,35
CHEM 243,509,3622,0,1,4,2,1
COMPLIT 264,567,6133,0,0,0,1,5
HIST 1457,2430,75535,1,3,11,30,29
FRSEMR 22m,1776,6810,0,1,1,2,5
FRSEMR 40i,1858,7142,0,0,0,3,11
APMTH 121,1124,3187,0,3,9,18,18
HIST 73b,2332,1881,0,0,0,3,8
PSY 2400,4320,6138,0,1,1,5,2
SWAHILI A,96,1878,0,1,0,6,7
ECON 2001,1009,8732,0,0,0,0,2
TWI A,100,23,0,0,0,1,0
YORUBA A,104,29,0,0,1,2,2
SPANSH 90tv,4491,54744,0,0,1,2,10
NEUROBIO 302qc,3357,93864,0,0,0,1,2
SCRB 157,4884,57449,0,0,1,4,7
EXPOS 20.123,1668,72556,0,5,4,4,2
ETH-REASON 29,1996,21034,1,5,7,6,7
FRSEMR 23e,1780,14833,0,0,1,0,3
ESPP 90s,1575,53953,0,1,3,11,10
SPANSH 61n,4483,17538,0,0,0,3,8
JEWISHST 80,3818,84167,0,0,0,9,8
NEUROBIO 303qc,3359,65564,0,3,1,4,0
BPH 303qc,302,44256,0,0,0,1,4
SYSTBIO 301qc,4946,31854,0,0,1,0,2
HAA 101,2557,98483,0,0,0,2,5
HISTSCI 185,2671,20399,0,0,3,6,13
ENG-SCI 227,1365,73679,0,0,1,3,8
ANTHRO 1755,165,88786,0,0,5,10,10
OEB 277,3993,37264,0,0,1,2,2
MOD-HEB 241br,3840,6949,0,0,0,2,3
NEUROBIO 304qc,3361,41092,0,1,2,3,1
TURKISH 145,3896,95,0,0,0,1,3
LITER 164,623,7762,0,0,0,3,2
SPANSH 110,4496,9402,0,1,1,3,15
ITAL Ab,4416,7029,2,2,9,13,15
FRSEMR 23l,1782,4235,0,0,0,0,14
FRSEMR 23o,1785,3444,0,0,0,1,9
SPANSH Aa,4473,507,0,0,3,11,22
SCRB 167,4888,9556,0,0,1,10,18
CHEMBIO 2200,475,3459,0,0,3,1,1
CHEM 301hf,515,9903,1,2,9,5,3
AESTH&INTP 14,1895,7613,0,0,1,2,6
ECON 2056b,1022,402,0,0,1,0,3
SCI-LIVSYS 12,2004,5523,0,0,5,7,12
SCRB 165,4887,9605,0,1,1,3,13
ETH-REASON 11,1979,6441,1,5,23,41,25
ITAL 96r,4424,3749,0,1,4,1,1
ENGLISH 90hs,1500,8795,0,2,4,2,2
ENGLISH 90sb,1512,3487,1,2,1,2,6
ECON 2330,1045,2588,0,0,0,3,12
MATH 118r,2857,6402,0,0,1,8,0
LITER 146,613,8228,0,2,3,2,5
SCAND 115,2134,9052,0,0,4,7,9
SOCIOL 159,4669,9611,0,0,6,16,47
FRSEMR 42n,1863,5714,0,1,6,5,1
SOC-WORLD 14,2033,9910,0,1,17,53,66
NEUROBIO 95hfh,3909,2579,0,0,1,2,1
SPANSH C,4477,5819,2,4,10,32,44
SPANSH 40,4479,9393,0,3,14,29,30
VES 57r,5165,4275,0,1,3,2,5
SOC-STD 98kg,4605,37,0,0,2,4,3
SPANSH Ab,4474,3328,0,13,37,39,38
EXPOS 40,1750,9155,0,0,0,1,13
PSY 15,4231,4760,0,4,33,74,91
SPANSH 59,4481,8789,0,1,1,9,8
PSY 2640r,4341,7865,0,0,0,0,1
ECON 1123,968,813,8,8,18,16,2
ENG-SCI 165,1344,4274,0,0,0,4,4
MATH 113,2852,405,0,0,3,8,11
STAT 104,4829,4582,0,9,60,138,121
GOV 2710,2291,8310,0,0,3,3,7
ENG-SCI 50,1322,4499,0,1,5,31,15
DRAMA 136,657,1116,0,0,1,1,6
PHYSICS 251b,4123,2689,1,2,5,9,2
ECON 970,932,7923,4,8,18,80,91
CHEM 165,501,667,0,1,1,5,3
SOC-STD 98cl,4600,7389,0,0,0,3,5
APMTH 115,1122,1768,1,1,6,5,2
MUSIC 201b,3666,3995,0,0,0,1,4
FRSEMR 26j,1810,7529,0,2,1,7,3
CHNSLIT 267r,808,8521,0,0,1,0,5
OEB 51,3926,7873,0,0,1,3,10
KOREAN 140b,883,3011,0,0,1,1,4
DRAMA 110,643,3321,0,0,1,3,16
DRAMA 115,647,6659,0,0,2,5,9
COMPSCI 51,1225,3411,2,10,28,62,47
COMPSCI 124,1231,5207,2,3,13,10,19
WOMGEN 97,4903,7217,0,0,3,3,5
NEC 97r,3857,167,0,2,2,3,0
OEB 253r,3986,8104,0,0,0,1,3
PHYSICS 268r,4128,7951,0,0,5,6,8
STAT 149,4839,6617,1,1,3,6,3
MATH 25b,2842,1590,0,0,1,3,30
MATH 123,2860,5613,0,0,2,2,10
MATH 213br,2879,2641,0,0,0,3,0
COMPSCI 181,1245,6454,0,1,2,21,18
GREEK Ab,4980,457,0,0,0,5,1
GREEK Bb,4983,3361,0,0,0,3,2
GREEK Aab,4979,714,0,0,0,1,2
LATIN Ab,4996,2101,1,2,3,8,5
LATIN Bb,5000,2488,0,0,1,4,4
SWAHILI 101br,99,7746,0,0,0,0,3
BIOSTAT 231,410,8773,0,0,8,3,0
BIOSTAT 233,412,7804,0,0,1,4,7
BIOSTAT 251,419,5280,0,1,2,2,2
SPANSH 243,4507,3129,0,1,0,3,2
MATH 141,2868,600,0,1,1,6,3
LING 241r,2822,4260,0,0,0,1,3
HISTSCI 97,2636,5235,0,1,9,16,24
GOV 2006,2250,5487,0,1,2,7,1
GOV 1061,2204,5035,0,2,3,13,13
ASTRON 16,262,8813,1,4,7,12,6
GOV 2340b,2282,5491,0,3,2,0,0
SOCIOL 202,4688,4117,0,1,2,9,0
GERMAN Bab,2087,8629,0,0,2,5,21
PSY 2580r,4339,4262,0,0,0,1,4
MATH 19a,2835,1256,0,0,5,14,12
KOREAN 150b,885,1282,0,0,0,0,7
COMPSCI 152,1237,6841,0,2,2,4,2
APPHY 298r,1164,7500,0,0,0,4,2
FRENCH Ax,4377,2763,0,1,2,2,4
NEUROBIO 207,3349,4977,0,0,2,6,3
ECON 2052,1020,3690,0,0,0,1,5
COMPSCI 161,1239,4347,0,0,4,5,12
OEB 52,3927,1343,0,2,5,3,14
ESPP 90e,1570,6879,0,0,1,5,8
PHYSICS 289r,4138,6400,0,0,0,0,2
E-PSCI 236,701,7250,0,0,2,1,2
CHEM 20,479,876,0,0,5,22,83
CHEM 27,480,5978,13,33,74,81,27
CHEM 135,492,3406,1,3,4,7,2
LITER 97,589,4595,0,1,3,8,6
CHEM 161,499,3575,0,0,0,4,6
FRSEMR 30o,1821,1897,0,0,0,2,11
LATIN Bbm,5001,2096,0,0,0,1,0
LIFESCI 1b,2767,2159,179,154,65,19,3
ESPP 90c,1569,3792,0,0,0,4,7
ENG-SCI 96,1326,8461,1,2,10,11,6
COMPSCI 1,1221,6903,2,4,18,28,9
ENG-SCI 103,1329,9277,0,0,0,2,2
PSY 2660r,4346,4909,0,0,0,2,2
PORTUG Ba,4445,514,0,1,3,4,21
PORTUG Ad,4444,1315,0,2,4,6,29
ENG-SCI 120,1331,1493,1,3,16,11,6
ENG-SCI 123,1332,8323,8,8,16,6,4
ENG-SCI 156,1340,6284,0,1,4,9,4
ECON 1010b,955,2924,7,20,90,100,50
IMUNOL 202,3215,5674,2,4,5,3,0
PHYSICS 191r,4113,7711,0,0,0,2,9
CELLBIO 201,3010,1044,0,6,14,11,5
CELLBIO 207,3011,2044,0,0,1,2,3
RELIGION 2002,5115,803,0,0,1,3,5
PHYSICS 11b,4090,5472,20,17,19,18,5
PHYSICS 145,4106,6057,0,0,1,2,3
PHYSICS 153,4108,264,0,0,1,1,1
MCB 54,3530,801,3,9,26,42,22
ARABIC Bb,3740,973,1,2,4,17,15
COMPSCI 105,1229,9751,0,2,3,9,19
MCB 56,3531,5424,1,6,2,4,3
OEB 53,3928,3342,0,0,12,26,44
SPANSH 50,4480,6794,0,1,8,25,33
MATH 129,2862,2345,0,0,1,0,4
AFRAMER 302,87,7559,0,0,1,3,0
LIFESCI 100r,2770,2122,0,0,2,2,7
MUSIC 271r,3698,1311,0,0,1,1,4
ITAL 40,4421,804,0,0,0,3,4
ASTRON 302,286,9869,0,0,0,2,3
OEB 125,3950,2691,0,0,2,0,1
ECON 1011b,957,6993,4,6,20,42,16
ECON 2010b,1012,8659,0,1,8,13,8
ECON 2020b,1016,4058,0,1,3,9,6
ECON 1126,969,4076,0,2,4,1,2
ECON 2390c,1050,388,0,0,1,2,1
ECON 1410,980,6136,0,2,9,15,8
ECON 1420,982,8110,2,4,34,60,30
ECON 1745,1001,5889,4,10,26,25,15
ECON 2450b,1061,6478,0,3,2,4,1
ECON 2725,1078,1427,0,1,1,3,4
ECON 2611,1071,2302,0,0,0,0,5
APMTH 120,1123,4378,0,0,6,3,2
FRENCH 55,4382,7122,0,4,1,14,14
FRENCH Acd,4376,8780,0,0,0,0,6
SLAVIC Gb,4534,7126,0,0,0,0,1
SLAVIC Db,4529,6907,0,0,0,0,1
PHYSICS 181,4112,6346,8,5,13,15,6
PHYSICS 253b,4125,5250,0,0,1,2,0
PHIL 300b,4076,6280,0,0,1,0,5
ARABIC 131b,3744,697,0,0,0,2,20
ARABIC 241br,3755,6399,1,1,1,2,4
PHIL 8,4040,8947,0,0,3,5,23
PORTUG 97,4452,5769,0,0,0,5,5
ECON 2120,1035,2352,1,3,11,11,12
MATH 243,2894,8136,0,0,0,0,3
ETH-REASON 14,1982,2255,3,7,22,19,7
SCI-PHYUNV 30,2030,5680,0,2,22,32,27
GOV 1780,2240,272,0,0,5,4,11
ECON 2490,1065,9061,0,1,0,2,6
APPHY 291,1158,1761,1,1,2,1,2
VIETNAM Bb,922,9940,1,0,0,4,2
VIETNAM 120b,924,6178,0,0,0,0,1
ENG-SCI 6,1319,2969,0,5,11,24,6
ESPP 10,1566,6383,0,0,5,19,15
WOMGEN 99b,4906,5847,0,0,1,0,1
GERMAN 66,2095,6537,0,0,0,4,6
GERMAN Ax,2086,7177,0,0,3,4,6
VES 51a,5159,7526,0,0,0,1,6
MUSIC 4,3615,2239,0,0,0,2,12
ECON 1661,998,2115,0,1,5,18,12
SOC-WORLD 13,2032,5373,0,0,3,9,6
HISTSCI 310hf,2712,1047,0,1,1,3,2
SLAVIC Cb,4524,7117,0,0,0,2,1
ECON 1051,962,3692,1,2,10,10,7
ECON 2728,1081,8633,0,0,0,3,9
OEB 157,3959,7055,0,0,1,4,1
MUSIC 223r,3688,6696,0,0,0,1,3
MUSIC 161r,3643,6714,0,0,1,4,2
SLAVIC Ac,4520,496,1,0,0,2,5
SLAVIC 112,4545,3290,0,0,0,4,5
SOCIOL 156,4667,8958,13,12,14,4,4
PSY 1952,4299,6191,0,1,4,6,10
SOCIOL 97,4633,5079,0,1,9,14,17
STAT 211,4844,1946,0,0,1,7,11
STAT 171,4842,4180,0,1,11,14,17
STAT 111,4832,1836,9,17,28,19,9
VES 150br,5205,3934,3,2,4,3,0
LAT-STD 70,4437,3379,1,0,4,13,4
MUSIC 1b,3612,4952,2,7,40,65,45
BPH 210,293,3078,0,0,0,2,4
CHNSE Bb,756,8714,0,1,3,19,53
CHNSE 120b,763,1702,0,1,1,9,19
CHNSE 130b,766,2917,0,0,4,10,23
CHNSE 106b,759,3600,0,0,2,2,1
CHNSE 107b,761,6931,0,0,0,2,4
CHNSE 123xb,764,7034,0,0,0,11,13
CHNSE 140b,770,6844,0,0,2,9,17
CHNSE 142b,772,1418,0,0,2,3,4
JAPAN 120b,847,6433,0,0,4,12,1
JAPAN 130b,849,6904,0,0,1,11,13
JAPAN Bb,842,8728,0,0,2,10,46
JAPAN 140b,851,8551,0,0,1,5,4
JAPAN 150b,853,984,0,0,1,3,5
KOREAN Bb,874,8718,0,0,0,2,11
KOREAN 120b,879,8590,0,0,0,1,8
KOREAN 130b,881,2662,0,0,0,4,0
CHEM 158,497,7504,2,1,6,2,1
HEBREW 236,3799,6496,0,0,0,1,4
SOCIOL 190,4686,21,0,3,11,52,61
FRSEMR 25t,1804,24,0,0,0,8,6
TWI 101br,103,28,0,0,0,0,1
YORUBA 101br,107,35,0,0,0,1,0
NEUROBIO 204,3348,5603,0,0,0,12,10
VIROLOGY 201,3471,1190,0,0,2,4,0
MATH Mb,2831,3857,0,1,11,16,13
MATH 55b,2844,3312,0,1,1,2,5
MATH 23b,2840,8571,4,5,23,21,15
MCB 105,3535,998,0,5,16,17,7
FRSEMR 22j,1775,4039,0,1,0,3,0
DRAMA 111,644,9738,0,0,5,2,4
FRSEMR 23k,1781,1904,0,0,0,1,9
EASTD 140,837,856,0,2,1,2,15
CHNSE 150b,774,8111,0,0,0,2,4
BIOPHYS 205,330,6777,0,0,0,3,2
GERMAN Cb,2089,2608,1,1,2,7,16
SPANSH Acd,4475,5577,0,0,1,2,13
HEB 1310,2719,2265,0,0,5,25,29
MUSIC 217r,3680,9814,0,0,0,0,2
ENG-SCI 150,1337,8997,0,0,2,4,4
MATH 124,2861,2398,0,0,3,3,12
GOV 1016,2199,737,0,0,2,2,5
E-PSCI 250r,709,1225,0,1,1,2,4
GREEK 110r,4987,6229,0,0,2,2,1
ENG-SCI 231,1368,1486,0,1,3,13,9
HIST 2272,2476,7969,0,1,0,1,0
AESTH&INTP 20,1899,5808,0,3,3,14,18
MUSIC 182r,3648,1460,0,0,0,1,4
PSY 2356r,4318,4407,0,1,0,0,2
PSY 1851,4289,6392,0,0,0,2,12
SLAVIC 151,4559,2505,0,0,2,0,0
ECON 975,933,3281,0,0,1,2,1
OEB 242,3983,903,0,1,4,11,0
PSY 2436r,4324,9962,0,0,0,1,4
HSEMR-WI 75,2713,7271,0,1,2,4,12
HIST 82d,2360,461,0,0,0,3,6
CLAS-HEB 138,3785,4415,0,0,1,3,2
VES 192,5238,8550,0,4,8,10,14
ENG-SCI 162,1342,4163,0,0,2,4,3
GOV 1203,2218,7078,0,0,3,8,8
EASTD 97ab,823,2337,2,4,10,19,7
US-WORLD 32,2079,8833,0,0,2,12,32
MEDGREEK 115ar,5014,7682,0,0,0,2,0
CHEM 117,491,1061,0,0,2,2,0
GOV 10,2149,8836,5,6,8,28,7
SOC-STD 40,4597,476,0,0,1,5,15
ENG-SCI 203,1354,6982,0,0,0,3,1
PHYSICS 285a,4134,8204,0,0,0,3,5
SOCIOL 224,4700,8202,0,1,3,2,4
